,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.024839757,0.041674122,0.019334985934085867,0.03372510630979125,0.36363636363636365
1,timesteps,0.05327525,0.011154516,0.04107383229516278,0.00948975030859386,0.631578947368421
2,nodes,0.08070639,0.047775477,0.06732184742699215,0.04195585324531211,0.5714285714285714
